"Depth_ft","Al_wt%","Si_wt%","K_wt%","Ti_wt%","Fe_wt%","S_wt%","Mg_wt%","Ca_wt%","Sr_wt%","P_wt%","Mo_ppm","V_ppm","U_ppm","Ni_ppm","Cu_ppm","Zn_ppm","Th_ppm","Rb_ppm","Zr_ppm","Pb_ppm","Formation","Core","chemofacies","Al_ppm","K/Al","Mg/Al","Rb/Al","Si/Al","Ti/Al","Zr/Al","Si/Ti","Cu/Al","Fe/Al","Ni/Al","Mo/Al","S/Al","U/Al","Zn/Al","Si/Ca","SGR","Sr/Ca","V/Al"
7847.6,7.29,20.45,2.22,0.001,3.92,2.3,1,12.84,0.04,0.02,1.5,10,2,15,7.5,7.5,16.495,45.95,97.36,5,"Utica FM","Washinton",3,72900,0.3,0.14,0.00063,2.8,0.00014,0.0013,20000,1e-04,0.54,0.00021,2.1e-05,0.32,2.7e-05,1e-04,1.6,117.5,0.0031,0.00014
7848,9.32,25.29,2.71,0.001,4.79,2.69,0.99,7.09,0.03,0.02,1.5,10,2,105.92,7.5,90.41,15.82,54.9,106.66,36.73,"Utica FM","Washinton",3,93200,0.29,0.11,0.00059,2.7,0.00011,0.0011,25000,8e-05,0.51,0.0011,1.6e-05,0.29,2.1e-05,0.00097,3.6,122.64,0.0042,0.00011
7848.6,9.59,27.25,2.86,0.001,3.76,0.88,1.22,5.2,0.02,0.02,1.5,10,2,15,7.5,7.5,19.205,60.75,115.03,5,"Utica FM","Washinton",3,95900,0.3,0.13,0.00063,2.8,1e-04,0.0012,27000,7.8e-05,0.39,0.00016,1.6e-05,0.092,2.1e-05,7.8e-05,5.2,138.58,0.0038,1e-04
7849,9.57,26.32,2.7,0.001,3.6,1.16,1.53,6.39,0.03,0.02,1.5,10,2,15,30.59,85.15,20.8975,57.59,105.49,22.98,"Utica FM","Washinton",3,95700,0.28,0.16,6e-04,2.8,1e-04,0.0011,26000,0.00032,0.38,0.00016,1.6e-05,0.12,2.1e-05,0.00089,4.1,142.79,0.0047,1e-04
7849.6,9.11,25.92,2.77,0.001,3.72,1.45,0.99,6.98,0.03,0.02,1.5,10,2,15,7.5,112.13,21.74375,57.03,107.68,5,"Point Pleasant FM","Washinton",3,91100,0.3,0.11,0.00063,2.8,0.00011,0.0012,26000,8.2e-05,0.41,0.00016,1.6e-05,0.16,2.2e-05,0.0012,3.7,147.295,0.0043,0.00011
7850,8.13,24.55,2.69,0.001,3.57,0.94,0.78,7.36,0.03,0.02,1.5,10,2,15,7.5,7.5,22.166875,55.16,102.93,5,"Point Pleasant FM","Washinton",3,81300,0.33,0.096,0.00068,3,0.00012,0.0013,25000,9.2e-05,0.44,0.00018,1.8e-05,0.12,2.5e-05,9.2e-05,3.3,147.7075,0.0041,0.00012
7850.6,5.35,16.8,1.4,0.001,2.49,0.77,1.25,20.93,0.07,0.02,1.5,10,2,15,7.5,64.86,22.3784375,31.52,78.02,18.09,"Point Pleasant FM","Washinton",3,53500,0.26,0.23,0.00059,3.1,0.00019,0.0015,17000,0.00014,0.47,0.00028,2.8e-05,0.14,3.7e-05,0.0012,0.8,127.91375,0.0033,0.00019
7851,8.79,23.54,2.31,0.001,4.05,1.88,1.15,10.78,0.04,0.02,1.5,10,2,15,7.5,85.37,22.59,48.98,103.83,38.89,"Point Pleasant FM","Washinton",3,87900,0.26,0.13,0.00056,2.7,0.00011,0.0012,24000,8.5e-05,0.46,0.00017,1.7e-05,0.21,2.3e-05,0.00097,2.2,143.32,0.0037,0.00011
7851.6,9.5,28.19,2.7,0.001,3.61,1.23,0.98,6.88,0.03,0.02,1.5,10,2,15,7.5,7.5,19.77,52.17,105.27,5,"Point Pleasant FM","Washinton",3,95000,0.28,0.1,0.00055,3,0.00011,0.0011,28000,7.9e-05,0.38,0.00016,1.6e-05,0.13,2.1e-05,7.9e-05,4.1,138.28,0.0044,0.00011
7852,7.14,22.88,2.22,0.001,3.73,1.64,0.65,10.46,0.04,0.02,1.5,10,2,82.95,39.9,83.15,18.36,46.22,128.19,36.84,"Point Pleasant FM","Washinton",3,71400,0.31,0.091,0.00065,3.2,0.00014,0.0018,23000,0.00056,0.52,0.0012,2.1e-05,0.23,2.8e-05,0.0012,2.2,124.96,0.0038,0.00014
7852.6,7.14,22.88,2.22,0.001,3.73,1.64,0.65,10.46,0.04,0.02,1.5,10,2,82.95,39.9,83.15,18.36,46.22,128.19,36.84,"Point Pleasant FM","Washinton",3,71400,0.31,0.091,0.00065,3.2,0.00014,0.0018,23000,0.00056,0.52,0.0012,2.1e-05,0.23,2.8e-05,0.0012,2.2,124.96,0.0038,0.00014
7853,5.96,19.48,2.08,0.001,3.05,0.79,0.49,14.37,0.05,0.02,1.5,10,2,15,7.5,75.66,17.655,43.21,96.75,19.22,"Point Pleasant FM","Washinton",3,59600,0.35,0.082,0.00072,3.3,0.00017,0.0016,19000,0.00013,0.51,0.00025,2.5e-05,0.13,3.4e-05,0.0013,1.4,119.9,0.0035,0.00017
7853.6,5.96,19.48,2.08,0.001,3.05,0.79,0.49,14.37,0.05,0.02,1.5,10,2,15,7.5,75.66,17.655,43.21,96.75,19.22,"Point Pleasant FM","Washinton",3,59600,0.35,0.082,0.00072,3.3,0.00017,0.0016,19000,0.00013,0.51,0.00025,2.5e-05,0.13,3.4e-05,0.0013,1.4,119.9,0.0035,0.00017
7854,5.97,18.66,2.47,0.41,3.82,0.99,0.51,9.39,0.04,0.02,1.5,10,2,15,7.5,61.79,17.3025,50.19,101.88,31.91,"Point Pleasant FM","Washinton",3,59700,0.41,0.085,0.00084,3.1,0.069,0.0017,46,0.00013,0.64,0.00025,2.5e-05,0.17,3.4e-05,0.001,2,124.73,0.0043,0.00017
7854.6,5.97,18.66,2.47,0.41,3.82,0.99,0.51,9.39,0.04,0.02,1.5,10,2,15,7.5,61.79,17.3025,50.19,101.88,31.91,"Point Pleasant FM","Washinton",3,59700,0.41,0.085,0.00084,3.1,0.069,0.0017,46,0.00013,0.64,0.00025,2.5e-05,0.17,3.4e-05,0.001,2,124.73,0.0043,0.00017
7855,6.71,21.05,2.08,0.001,3.18,1.56,1.02,13.01,0.05,0.02,1.5,10,10.72,15,7.5,57.47,17.12625,41.5,107.01,26.86,"Point Pleasant FM","Washinton",3,67100,0.31,0.15,0.00062,3.1,0.00015,0.0016,21000,0.00011,0.47,0.00022,2.2e-05,0.23,0.00016,0.00086,1.6,187.545,0.0038,0.00015
7855.6,6.71,21.05,2.08,0.001,3.18,1.56,1.02,13.01,0.05,0.02,1.5,10,10.72,15,7.5,57.47,17.12625,41.5,107.01,26.86,"Point Pleasant FM","Washinton",3,67100,0.31,0.15,0.00062,3.1,0.00015,0.0016,21000,0.00011,0.47,0.00022,2.2e-05,0.23,0.00016,0.00086,1.6,187.545,0.0038,0.00015
7856,5.89,18.21,1.95,0.001,2.99,0.89,1.01,15.95,0.05,0.02,1.5,10,2,15,7.5,59.2,17.038125,41.82,97.53,19.27,"Point Pleasant FM","Washinton",3,58900,0.33,0.17,0.00071,3.1,0.00017,0.0017,18000,0.00013,0.51,0.00025,2.5e-05,0.15,3.4e-05,0.001,1.1,115.3525,0.0031,0.00017
7856.6,5.89,18.21,1.95,0.001,2.99,0.89,1.01,15.95,0.05,0.02,1.5,10,2,15,7.5,59.2,17.038125,41.82,97.53,19.27,"Point Pleasant FM","Washinton",3,58900,0.33,0.17,0.00071,3.1,0.00017,0.0017,18000,0.00013,0.51,0.00025,2.5e-05,0.15,3.4e-05,0.001,1.1,115.3525,0.0031,0.00017
7857,7.47,23.88,2.44,0.001,3.33,0.94,0.82,8.75,0.03,0.02,1.5,10,2,81.09,7.5,59.69,16.9940625,50.72,113.71,27.32,"Point Pleasant FM","Washinton",3,74700,0.33,0.11,0.00068,3.2,0.00013,0.0015,24000,1e-04,0.45,0.0011,2e-05,0.13,2.7e-05,8e-04,2.7,123.01625,0.0034,0.00013
7857.6,7.47,23.88,2.44,0.001,3.33,0.94,0.82,8.75,0.03,0.02,1.5,10,2,81.09,7.5,59.69,16.9940625,50.72,113.71,27.32,"Point Pleasant FM","Washinton",3,74700,0.33,0.11,0.00068,3.2,0.00013,0.0015,24000,1e-04,0.45,0.0011,2e-05,0.13,2.7e-05,8e-04,2.7,123.01625,0.0034,0.00013
7858,7.68,23.5,2.54,0.001,3.56,1.52,0.68,9.05,0.04,0.02,1.5,10,2,15,7.5,104.14,16.95,51.01,100.58,42.22,"Point Pleasant FM","Washinton",3,76800,0.33,0.089,0.00066,3.1,0.00013,0.0013,24000,9.8e-05,0.46,2e-04,2e-05,0.2,2.6e-05,0.0014,2.6,124.44,0.0044,0.00013
7858.6,7.68,23.5,2.54,0.001,3.56,1.52,0.68,9.05,0.04,0.02,1.5,10,2,15,7.5,104.14,16.95,51.01,100.58,42.22,"Point Pleasant FM","Washinton",3,76800,0.33,0.089,0.00066,3.1,0.00013,0.0013,24000,9.8e-05,0.46,2e-04,2e-05,0.2,2.6e-05,0.0014,2.6,124.44,0.0044,0.00013
7859,1.56,5.49,0.39,0.001,1.12,0.56,0.61,38.34,0.18,0.02,3.51,10,2,15,7.5,24.97,29.26,10.65,19.79,5,"Point Pleasant FM","Washinton",4,15600,0.25,0.39,0.00068,3.5,0.00064,0.0013,5500,0.00048,0.72,0.00096,0.00022,0.36,0.00013,0.0016,0.14,139.28,0.0047,0.00064
7859.6,1.56,5.49,0.39,0.001,1.12,0.56,0.61,38.34,0.18,0.02,3.51,10,2,15,7.5,24.97,29.26,10.65,19.79,5,"Point Pleasant FM","Washinton",4,15600,0.25,0.39,0.00068,3.5,0.00064,0.0013,5500,0.00048,0.72,0.00096,0.00022,0.36,0.00013,0.0016,0.14,139.28,0.0047,0.00064
7860,2.74,9.3,0.71,0.001,1.6,0.62,0.48,33.12,0.12,0.02,1.5,10,2,15,7.5,7.5,24.755,16.71,1.5,5,"Point Pleasant FM","Washinton",4,27400,0.26,0.18,0.00061,3.4,0.00036,5.5e-05,9300,0.00027,0.58,0.00055,5.5e-05,0.23,7.3e-05,0.00027,0.28,126.38,0.0036,0.00036
7860.6,2.74,9.3,0.71,0.001,1.6,0.62,0.48,33.12,0.12,0.02,1.5,10,2,15,7.5,7.5,24.755,16.71,1.5,5,"Point Pleasant FM","Washinton",4,27400,0.26,0.18,0.00061,3.4,0.00036,5.5e-05,9300,0.00027,0.58,0.00055,5.5e-05,0.23,7.3e-05,0.00027,0.28,126.38,0.0036,0.00036
7861,1.67,5.29,0.33,0.001,1.58,1.08,0.3,40.14,0.2,0.02,1.5,10,2,15,7.5,25.45,20.25,7.14,22.37,8.04,"Point Pleasant FM","Washinton",4,16700,0.2,0.18,0.00043,3.2,6e-04,0.0013,5300,0.00045,0.95,9e-04,9e-05,0.65,0.00012,0.0015,0.13,102.28,0.005,6e-04
7861.6,1.67,5.29,0.33,0.001,1.58,1.08,0.3,40.14,0.2,0.02,1.5,10,2,15,7.5,25.45,20.25,7.14,22.37,8.04,"Point Pleasant FM","Washinton",4,16700,0.2,0.18,0.00043,3.2,6e-04,0.0013,5300,0.00045,0.95,9e-04,9e-05,0.65,0.00012,0.0015,0.13,102.28,0.005,6e-04
7862,6.32,22.02,1.93,0.001,2.85,1.23,0.57,14.45,0.06,0.02,1.5,10,2,15,7.5,94.55,22.82,41.16,114.27,39.12,"Point Pleasant FM","Washinton",3,63200,0.31,0.09,0.00065,3.5,0.00016,0.0018,22000,0.00012,0.45,0.00024,2.4e-05,0.19,3.2e-05,0.0015,1.5,138.16,0.0042,0.00016
7862.6,6.32,22.02,1.93,0.001,2.85,1.23,0.57,14.45,0.06,0.02,1.5,10,2,15,7.5,94.55,22.82,41.16,114.27,39.12,"Point Pleasant FM","Washinton",3,63200,0.31,0.09,0.00065,3.5,0.00016,0.0018,22000,0.00012,0.45,0.00024,2.4e-05,0.19,3.2e-05,0.0015,1.5,138.16,0.0042,0.00016
7863,13.58,23.13,4.93,0.001,1.9,0.64,0.59,0.21,0.00015,0.02,1.5,10,10.72,15,7.5,7.5,66.88,80.07,111.875,21.36,"Point Pleasant FM","Washinton",3,135800,0.36,0.043,0.00059,1.7,7.4e-05,0.00082,23000,5.5e-05,0.14,0.00011,1.1e-05,0.047,7.9e-05,5.5e-05,110,432.16,0.00071,7.4e-05
7863.6,13.58,23.13,4.93,0.001,1.9,0.64,0.59,0.21,0.00015,0.02,1.5,10,10.72,15,7.5,7.5,66.88,80.07,111.875,21.36,"Point Pleasant FM","Washinton",3,135800,0.36,0.043,0.00059,1.7,7.4e-05,0.00082,23000,5.5e-05,0.14,0.00011,1.1e-05,0.047,7.9e-05,5.5e-05,110,432.16,0.00071,7.4e-05
7864,6.76,23.87,2.07,0.001,2.88,1.13,0.71,12.43,0.04,0.02,1.5,10,2,15,7.5,7.5,42.79,42.98,109.48,5,"Point Pleasant FM","Washinton",3,67600,0.31,0.11,0.00064,3.5,0.00015,0.0016,24000,0.00011,0.43,0.00022,2.2e-05,0.17,3e-05,0.00011,1.9,220.28,0.0032,0.00015
7864.6,6.76,23.87,2.07,0.001,2.88,1.13,0.71,12.43,0.04,0.02,1.5,10,2,15,7.5,7.5,42.79,42.98,109.48,5,"Point Pleasant FM","Washinton",3,67600,0.31,0.11,0.00064,3.5,0.00015,0.0016,24000,0.00011,0.43,0.00022,2.2e-05,0.17,3e-05,0.00011,1.9,220.28,0.0032,0.00015
7865,6.42,22.5,2.1,0.001,3.11,2.57,0.47,11.39,0.04,0.02,1.5,10,2,15,7.5,7.5,30.745,45.69,107.45,5,"Point Pleasant FM","Washinton",3,64200,0.33,0.073,0.00071,3.5,0.00016,0.0017,22000,0.00012,0.48,0.00023,2.3e-05,0.4,3.1e-05,0.00012,2,172.58,0.0035,0.00016
7865.6,6.42,22.5,2.1,0.001,3.11,2.57,0.47,11.39,0.04,0.02,1.5,10,2,15,7.5,7.5,30.745,45.69,107.45,5,"Point Pleasant FM","Washinton",3,64200,0.33,0.073,0.00071,3.5,0.00016,0.0017,22000,0.00012,0.48,0.00023,2.3e-05,0.4,3.1e-05,0.00012,2,172.58,0.0035,0.00016
7866,5.49,21.01,1.83,0.001,2.59,1.11,0.64,14.63,0.06,0.02,1.5,10,2,15,7.5,7.5,24.7225,38.43,104.31,5,"Point Pleasant FM","Washinton",3,54900,0.33,0.12,7e-04,3.8,0.00018,0.0019,21000,0.00014,0.47,0.00027,2.7e-05,0.2,3.6e-05,0.00014,1.4,144.17,0.0041,0.00018
7866.6,5.49,21.01,1.83,0.001,2.59,1.11,0.64,14.63,0.06,0.02,1.5,10,2,15,7.5,7.5,24.7225,38.43,104.31,5,"Point Pleasant FM","Washinton",3,54900,0.33,0.12,7e-04,3.8,0.00018,0.0019,21000,0.00014,0.47,0.00027,2.7e-05,0.2,3.6e-05,0.00014,1.4,144.17,0.0041,0.00018
7867,5.68,21.69,1.84,0.001,2.28,1,0.67,15.07,0.05,0.02,1.5,10,2,15,7.5,85.84,18.7,37.38,103.59,12.65,"Point Pleasant FM","Washinton",3,56800,0.32,0.12,0.00066,3.8,0.00018,0.0018,22000,0.00013,0.4,0.00026,2.6e-05,0.18,3.5e-05,0.0015,1.4,120.24,0.0033,0.00018
7867.6,5.68,21.69,1.84,0.001,2.28,1,0.67,15.07,0.05,0.02,1.5,10,2,15,7.5,85.84,18.7,37.38,103.59,12.65,"Point Pleasant FM","Washinton",3,56800,0.32,0.12,0.00066,3.8,0.00018,0.0018,22000,0.00013,0.4,0.00026,2.6e-05,0.18,3.5e-05,0.0015,1.4,120.24,0.0033,0.00018
7867.8,2.31,7.17,0.47,0.001,2.66,4.37,0.3,36.1,0.27,0.02,1.5,10,2,15,7.5,7.5,17.42,1.5,1.5,5,"Point Pleasant FM","Washinton",4,23100,0.2,0.13,6.5e-05,3.1,0.00043,6.5e-05,7200,0.00032,1.2,0.00065,6.5e-05,1.9,8.7e-05,0.00032,0.2,93.2,0.0075,0.00043
7868,6.95,25.58,2.11,0.001,2.67,1.03,0.99,10.39,0.04,0.02,1.5,10,2,15,7.5,76.09,16.78,42.94,102.31,27.24,"Point Pleasant FM","Washinton",3,69500,0.3,0.14,0.00062,3.7,0.00014,0.0015,26000,0.00011,0.38,0.00022,2.2e-05,0.15,2.9e-05,0.0011,2.5,116.88,0.0038,0.00014
7868.6,6.95,25.58,2.11,0.001,2.67,1.03,0.99,10.39,0.04,0.02,1.5,10,2,15,7.5,76.09,16.78,42.94,102.31,27.24,"Point Pleasant FM","Washinton",3,69500,0.3,0.14,0.00062,3.7,0.00014,0.0015,26000,0.00011,0.38,0.00022,2.2e-05,0.15,2.9e-05,0.0011,2.5,116.88,0.0038,0.00014
7869,5.91,22.27,1.89,0.001,2.72,1.99,0.5,13.77,0.05,0.02,1.5,10,2,15,7.5,70.09,16.46,37.87,108.04,34.42,"Point Pleasant FM","Washinton",3,59100,0.32,0.085,0.00064,3.8,0.00017,0.0018,22000,0.00013,0.46,0.00025,2.5e-05,0.34,3.4e-05,0.0012,1.6,112.08,0.0036,0.00017
7869.6,5.91,22.27,1.89,0.001,2.72,1.99,0.5,13.77,0.05,0.02,1.5,10,2,15,7.5,70.09,16.46,37.87,108.04,34.42,"Point Pleasant FM","Washinton",3,59100,0.32,0.085,0.00064,3.8,0.00017,0.0018,22000,0.00013,0.46,0.00025,2.5e-05,0.34,3.4e-05,0.0012,1.6,112.08,0.0036,0.00017
7870,5.17,19.65,2,0.001,2.4,1.04,0.3,14.34,0.05,0.02,1.5,10,2,15,7.5,88.59,16.14,39.57,88.66,19.77,"Point Pleasant FM","Washinton",3,51700,0.39,0.058,0.00077,3.8,0.00019,0.0017,20000,0.00015,0.46,0.00029,2.9e-05,0.2,3.9e-05,0.0017,1.4,112.56,0.0035,0.00019
7870.6,5.17,19.65,2,0.001,2.4,1.04,0.3,14.34,0.05,0.02,1.5,10,2,15,7.5,88.59,16.14,39.57,88.66,19.77,"Point Pleasant FM","Washinton",3,51700,0.39,0.058,0.00077,3.8,0.00019,0.0017,20000,0.00015,0.46,0.00029,2.9e-05,0.2,3.9e-05,0.0017,1.4,112.56,0.0035,0.00019
7871,4.42,18.52,1.59,0.001,2.19,3.06,0.54,16.62,0.06,0.02,1.5,10,2,15,7.5,7.5,18.18,33.69,90.92,5,"Point Pleasant FM","Washinton",3,44200,0.36,0.12,0.00076,4.2,0.00023,0.0021,19000,0.00017,0.5,0.00034,3.4e-05,0.69,4.5e-05,0.00017,1.1,114.16,0.0036,0.00023
7871.6,4.42,18.52,1.59,0.001,2.19,3.06,0.54,16.62,0.06,0.02,1.5,10,2,15,7.5,7.5,18.18,33.69,90.92,5,"Point Pleasant FM","Washinton",3,44200,0.36,0.12,0.00076,4.2,0.00023,0.0021,19000,0.00017,0.5,0.00034,3.4e-05,0.69,4.5e-05,0.00017,1.1,114.16,0.0036,0.00023
7872,6.22,24.02,1.93,0.38,2.74,1.59,0.82,12.36,0.05,0.02,1.5,10,2,15,7.5,81.17,20.22,41.54,95.96,22.84,"Point Pleasant FM","Washinton",3,62200,0.31,0.13,0.00067,3.9,0.061,0.0015,63,0.00012,0.44,0.00024,2.4e-05,0.26,3.2e-05,0.0013,1.9,127.76,0.004,0.00016
7872.6,6.22,24.02,1.93,0.38,2.74,1.59,0.82,12.36,0.05,0.02,1.5,10,2,15,7.5,81.17,20.22,41.54,95.96,22.84,"Point Pleasant FM","Washinton",3,62200,0.31,0.13,0.00067,3.9,0.061,0.0015,63,0.00012,0.44,0.00024,2.4e-05,0.26,3.2e-05,0.0013,1.9,127.76,0.004,0.00016
7873,6.41,23.79,2.07,0.001,2.9,1.5,0.84,11.27,0.04,0.02,1.5,10,2,15,7.5,7.5,20.045,43.77,97.07,5,"Point Pleasant FM","Washinton",3,64100,0.32,0.13,0.00068,3.7,0.00016,0.0015,24000,0.00012,0.45,0.00023,2.3e-05,0.23,3.1e-05,0.00012,2.1,129.3,0.0035,0.00016
7873.6,6.41,23.79,2.07,0.001,2.9,1.5,0.84,11.27,0.04,0.02,1.5,10,2,15,7.5,7.5,20.045,43.77,97.07,5,"Point Pleasant FM","Washinton",3,64100,0.32,0.13,0.00068,3.7,0.00016,0.0015,24000,0.00012,0.45,0.00023,2.3e-05,0.23,3.1e-05,0.00012,2.1,129.3,0.0035,0.00016
7874,6.02,23.47,1.94,0.001,2.94,2.8,0.57,12.06,0.05,0.02,1.5,10,2,15,7.5,157.12,19.9575,41.5,93.19,32.25,"Point Pleasant FM","Washinton",3,60200,0.32,0.095,0.00069,3.9,0.00017,0.0015,23000,0.00012,0.49,0.00025,2.5e-05,0.47,3.3e-05,0.0026,1.9,126.87,0.0041,0.00017
7874.6,6.02,23.47,1.94,0.001,2.94,2.8,0.57,12.06,0.05,0.02,1.5,10,2,15,7.5,157.12,19.9575,41.5,93.19,32.25,"Point Pleasant FM","Washinton",3,60200,0.32,0.095,0.00069,3.9,0.00017,0.0015,23000,0.00012,0.49,0.00025,2.5e-05,0.47,3.3e-05,0.0026,1.9,126.87,0.0041,0.00017
7875,5.94,20.63,1.78,0.001,2.21,1.1,0.89,16.78,0.06,0.02,1.5,10,2,15,7.5,64.18,19.91375,35.09,87.86,18.84,"Point Pleasant FM","Washinton",3,59400,0.3,0.15,0.00059,3.5,0.00017,0.0015,21000,0.00013,0.37,0.00025,2.5e-05,0.19,3.4e-05,0.0011,1.2,124.135,0.0036,0.00017
7875.6,5.94,20.63,1.78,0.001,2.21,1.1,0.89,16.78,0.06,0.02,1.5,10,2,15,7.5,64.18,19.91375,35.09,87.86,18.84,"Point Pleasant FM","Washinton",3,59400,0.3,0.15,0.00059,3.5,0.00017,0.0015,21000,0.00013,0.37,0.00025,2.5e-05,0.19,3.4e-05,0.0011,1.2,124.135,0.0036,0.00017
7876,6.64,20.91,2.44,0.001,2.78,1.17,0.68,11.57,0.04,0.02,1.5,10,2,15,7.5,79.34,19.891875,49.04,93.9,31.92,"Point Pleasant FM","Washinton",3,66400,0.37,0.1,0.00074,3.1,0.00015,0.0014,21000,0.00011,0.42,0.00023,2.3e-05,0.18,3e-05,0.0012,1.8,134.6075,0.0035,0.00015
7876.6,6.64,20.91,2.44,0.001,2.78,1.17,0.68,11.57,0.04,0.02,1.5,10,2,15,7.5,79.34,19.891875,49.04,93.9,31.92,"Point Pleasant FM","Washinton",3,66400,0.37,0.1,0.00074,3.1,0.00015,0.0014,21000,0.00011,0.42,0.00023,2.3e-05,0.18,3e-05,0.0012,1.8,134.6075,0.0035,0.00015
7877,6.64,20.91,2.44,0.001,2.78,1.17,0.68,11.57,0.04,0.02,1.5,10,2,15,7.5,79.34,19.891875,49.04,93.9,31.92,"Point Pleasant FM","Washinton",3,66400,0.37,0.1,0.00074,3.1,0.00015,0.0014,21000,0.00011,0.42,0.00023,2.3e-05,0.18,3e-05,0.0012,1.8,134.6075,0.0035,0.00015
7877.6,6.64,20.91,2.44,0.001,2.78,1.17,0.68,11.57,0.04,0.02,1.5,10,2,15,7.5,79.34,19.891875,49.04,93.9,31.92,"Point Pleasant FM","Washinton",3,66400,0.37,0.1,0.00074,3.1,0.00015,0.0014,21000,0.00011,0.42,0.00023,2.3e-05,0.18,3e-05,0.0012,1.8,134.6075,0.0035,0.00015
7878,5.83,21.47,1.95,0.001,2.92,1.62,0.99,12.24,0.04,0.02,1.5,10,2,15,47.09,68.87,19.8809375,40.85,86.67,30.26,"Point Pleasant FM","Washinton",3,58300,0.33,0.17,7e-04,3.7,0.00017,0.0015,21000,0.00081,0.5,0.00026,2.6e-05,0.28,3.4e-05,0.0012,1.8,126.72375,0.0033,0.00017
7878.6,5.83,21.47,1.95,0.001,2.92,1.62,0.99,12.24,0.04,0.02,1.5,10,2,15,47.09,68.87,19.8809375,40.85,86.67,30.26,"Point Pleasant FM","Washinton",3,58300,0.33,0.17,7e-04,3.7,0.00017,0.0015,21000,0.00081,0.5,0.00026,2.6e-05,0.28,3.4e-05,0.0012,1.8,126.72375,0.0033,0.00017
7879,6.62,21.87,2.06,0.001,2.89,1.77,0.68,13.92,0.05,0.02,1.5,10,2,15,7.5,60.92,19.87,41.64,85.64,32.77,"Point Pleasant FM","Washinton",3,66200,0.31,0.1,0.00063,3.3,0.00015,0.0013,22000,0.00011,0.44,0.00023,2.3e-05,0.27,3e-05,0.00092,1.6,128.44,0.0036,0.00015
7879.6,6.62,21.87,2.06,0.001,2.89,1.77,0.68,13.92,0.05,0.02,1.5,10,2,15,7.5,60.92,19.87,41.64,85.64,32.77,"Point Pleasant FM","Washinton",3,66200,0.31,0.1,0.00063,3.3,0.00015,0.0013,22000,0.00011,0.44,0.00023,2.3e-05,0.27,3e-05,0.00092,1.6,128.44,0.0036,0.00015
7880,6.14,21.28,1.94,0.001,2.61,1.39,0.88,15.04,0.05,0.02,1.5,10,2,15,7.5,7.5,17.43,40.42,85.65,5,"Point Pleasant FM","Washinton",3,61400,0.32,0.14,0.00066,3.5,0.00016,0.0014,21000,0.00012,0.43,0.00024,2.4e-05,0.23,3.3e-05,0.00012,1.4,116.76,0.0033,0.00016
7880.6,6.14,21.28,1.94,0.001,2.61,1.39,0.88,15.04,0.05,0.02,1.5,10,2,15,7.5,7.5,17.43,40.42,85.65,5,"Point Pleasant FM","Washinton",3,61400,0.32,0.14,0.00066,3.5,0.00016,0.0014,21000,0.00012,0.43,0.00024,2.4e-05,0.23,3.3e-05,0.00012,1.4,116.76,0.0033,0.00016
7881,5.17,19.37,1.57,0.001,2.35,1.83,0.98,18.64,0.06,0.02,1.5,10,2,15,7.5,89.54,16.21,33.66,95.67,20.68,"Point Pleasant FM","Washinton",3,51700,0.3,0.19,0.00065,3.7,0.00019,0.0019,19000,0.00015,0.45,0.00029,2.9e-05,0.35,3.9e-05,0.0017,1,105.96,0.0032,0.00019
7881.6,5.17,19.37,1.57,0.001,2.35,1.83,0.98,18.64,0.06,0.02,1.5,10,2,15,7.5,89.54,16.21,33.66,95.67,20.68,"Point Pleasant FM","Washinton",3,51700,0.3,0.19,0.00065,3.7,0.00019,0.0019,19000,0.00015,0.45,0.00029,2.9e-05,0.35,3.9e-05,0.0017,1,105.96,0.0032,0.00019
7882,6.27,22.97,2.05,0.001,2.99,1.74,0.7,11.91,0.04,0.02,1.5,10,2,15,28.11,128.12,14.99,42.72,98.5,35.02,"Point Pleasant FM","Washinton",3,62700,0.33,0.11,0.00068,3.7,0.00016,0.0016,23000,0.00045,0.48,0.00024,2.4e-05,0.28,3.2e-05,0.002,1.9,108.76,0.0034,0.00016
7882.6,6.27,22.97,2.05,0.001,2.99,1.74,0.7,11.91,0.04,0.02,1.5,10,2,15,28.11,128.12,14.99,42.72,98.5,35.02,"Point Pleasant FM","Washinton",3,62700,0.33,0.11,0.00068,3.7,0.00016,0.0016,23000,0.00045,0.48,0.00024,2.4e-05,0.28,3.2e-05,0.002,1.9,108.76,0.0034,0.00016
7883,7.15,24.58,2.25,0.001,3.1,1.46,1.18,10.52,0.04,0.02,1.5,10,2,73.04,7.5,89.12,19.4,46.23,109.51,29.91,"Point Pleasant FM","Washinton",3,71500,0.31,0.17,0.00065,3.4,0.00014,0.0015,25000,1e-04,0.43,0.001,2.1e-05,0.2,2.8e-05,0.0012,2.3,129.6,0.0038,0.00014
7883.6,7.15,24.58,2.25,0.001,3.1,1.46,1.18,10.52,0.04,0.02,1.5,10,2,73.04,7.5,89.12,19.4,46.23,109.51,29.91,"Point Pleasant FM","Washinton",3,71500,0.31,0.17,0.00065,3.4,0.00014,0.0015,25000,1e-04,0.43,0.001,2.1e-05,0.2,2.8e-05,0.0012,2.3,129.6,0.0038,0.00014
