"Depth_ft","Al_wt%","Si_wt%","K_wt%","Ti_wt%","Fe_wt%","S_wt%","Mg_wt%","Ca_wt%","Sr_wt%","P_wt%","Mo_ppm","V_ppm","U_ppm","Ni_ppm","Cu_ppm","Zn_ppm","Th_ppm","Rb_ppm","Zr_ppm","Pb_ppm","Formation","Core","chemofacies","Al_ppm","K/Al","Mg/Al","Rb/Al","Si/Al","Ti/Al","Zr/Al","Si/Ti","Cu/Al","Fe/Al","Ni/Al","Mo/Al","S/Al","U/Al","Zn/Al","Si/Ca","SGR","Sr/Ca","V/Al"
7884,6.02,20.62,2.3,0.44,2.86,1.49,0.61,13.18,0.04,0.02,1.5,10,2,15,7.5,88.16,24.96,44.23,104.29,17.57,"Point Pleasant FM","Washinton",3,60200,0.38,0.1,0.00073,3.4,0.073,0.0017,47,0.00012,0.48,0.00025,2.5e-05,0.25,3.3e-05,0.0015,1.6,152.64,0.003,0.00017
7884.6,6.02,20.62,2.3,0.44,2.86,1.49,0.61,13.18,0.04,0.02,1.5,10,2,15,7.5,88.16,24.96,44.23,104.29,17.57,"Point Pleasant FM","Washinton",3,60200,0.38,0.1,0.00073,3.4,0.073,0.0017,47,0.00012,0.48,0.00025,2.5e-05,0.25,3.3e-05,0.0015,1.6,152.64,0.003,0.00017
7885,7.48,25.82,2.27,0.001,3.15,1.62,0.61,9.44,0.04,0.02,1.5,10,2,15,7.5,119.15,21.175,48.9,112.61,5,"Point Pleasant FM","Washinton",3,74800,0.3,0.082,0.00065,3.5,0.00013,0.0015,26000,1e-04,0.42,2e-04,2e-05,0.22,2.7e-05,0.0016,2.7,137.02,0.0042,0.00013
7885.6,7.48,25.82,2.27,0.001,3.15,1.62,0.61,9.44,0.04,0.02,1.5,10,2,15,7.5,119.15,21.175,48.9,112.61,5,"Point Pleasant FM","Washinton",3,74800,0.3,0.082,0.00065,3.5,0.00013,0.0015,26000,1e-04,0.42,2e-04,2e-05,0.22,2.7e-05,0.0016,2.7,137.02,0.0042,0.00013
7886,6.56,21.36,2.01,0.001,3.45,3.12,1.11,13.58,0.04,0.02,1.5,10,2,77.22,7.5,36.66,19.2825,41.6,90.33,46.11,"Point Pleasant FM","Washinton",3,65600,0.31,0.17,0.00063,3.3,0.00015,0.0014,21000,0.00011,0.53,0.0012,2.3e-05,0.48,3e-05,0.00056,1.6,125.29,0.0029,0.00015
7886.6,6.56,21.36,2.01,0.001,3.45,3.12,1.11,13.58,0.04,0.02,1.5,10,2,77.22,7.5,36.66,19.2825,41.6,90.33,46.11,"Point Pleasant FM","Washinton",3,65600,0.31,0.17,0.00063,3.3,0.00015,0.0014,21000,0.00011,0.53,0.0012,2.3e-05,0.48,3e-05,0.00056,1.6,125.29,0.0029,0.00015
7887,5.59,22.7,1.91,0.001,2.4,0.97,0.49,13.42,0.05,0.02,1.5,10,2,15,7.5,78.58,18.33625,40.17,96.15,19.53,"Point Pleasant FM","Washinton",3,55900,0.34,0.088,0.00072,4.1,0.00018,0.0017,23000,0.00013,0.43,0.00027,2.7e-05,0.17,3.6e-05,0.0014,1.7,119.905,0.0037,0.00018
7887.6,5.59,22.7,1.91,0.001,2.4,0.97,0.49,13.42,0.05,0.02,1.5,10,2,15,7.5,78.58,18.33625,40.17,96.15,19.53,"Point Pleasant FM","Washinton",3,55900,0.34,0.088,0.00072,4.1,0.00018,0.0017,23000,0.00013,0.43,0.00027,2.7e-05,0.17,3.6e-05,0.0014,1.7,119.905,0.0037,0.00018
7888,7.45,24.8,2.31,0.001,3.65,1.84,0.92,8.16,0.03,0.02,1.5,10,2,15,43.09,71.71,17.39,47.4,95.52,45.95,"Point Pleasant FM","Washinton",3,74500,0.31,0.12,0.00064,3.3,0.00013,0.0013,25000,0.00058,0.49,2e-04,2e-05,0.25,2.7e-05,0.00096,3,122.52,0.0037,0.00013
7888.6,7.45,24.8,2.31,0.001,3.65,1.84,0.92,8.16,0.03,0.02,1.5,10,2,15,43.09,71.71,17.39,47.4,95.52,45.95,"Point Pleasant FM","Washinton",3,74500,0.31,0.12,0.00064,3.3,0.00013,0.0013,25000,0.00058,0.49,2e-04,2e-05,0.25,2.7e-05,0.00096,3,122.52,0.0037,0.00013
7889,5.74,21.8,2.11,0.001,3.26,1.68,0.72,9.4,0.03,0.02,1.5,10,2,15,7.5,7.5,16.42,46.17,103.57,5,"Point Pleasant FM","Washinton",3,57400,0.37,0.13,8e-04,3.8,0.00017,0.0018,22000,0.00013,0.57,0.00026,2.6e-05,0.29,3.5e-05,0.00013,2.3,115.44,0.0032,0.00017
7889.6,5.74,21.8,2.11,0.001,3.26,1.68,0.72,9.4,0.03,0.02,1.5,10,2,15,7.5,7.5,16.42,46.17,103.57,5,"Point Pleasant FM","Washinton",3,57400,0.37,0.13,8e-04,3.8,0.00017,0.0018,22000,0.00013,0.57,0.00026,2.6e-05,0.29,3.5e-05,0.00013,2.3,115.44,0.0032,0.00017
7890,5.74,21.8,2.11,0.001,3.26,1.68,0.72,9.4,0.03,0.02,1.5,10,2,15,7.5,7.5,16.42,46.17,103.57,5,"Point Pleasant FM","Washinton",3,57400,0.37,0.13,8e-04,3.8,0.00017,0.0018,22000,0.00013,0.57,0.00026,2.6e-05,0.29,3.5e-05,0.00013,2.3,115.44,0.0032,0.00017
7890.6,5.74,21.8,2.11,0.001,3.26,1.68,0.72,9.4,0.03,0.02,1.5,10,2,15,7.5,7.5,16.42,46.17,103.57,5,"Point Pleasant FM","Washinton",3,57400,0.37,0.13,8e-04,3.8,0.00017,0.0018,22000,0.00013,0.57,0.00026,2.6e-05,0.29,3.5e-05,0.00013,2.3,115.44,0.0032,0.00017
7891,6.29,23.23,1.94,0.001,3.02,2.76,0.79,12.7,0.04,0.02,1.5,10,2,15,34.8,51.97,15.935,40.27,89.38,32.51,"Point Pleasant FM","Washinton",3,62900,0.31,0.13,0.00064,3.7,0.00016,0.0014,23000,0.00055,0.48,0.00024,2.4e-05,0.44,3.2e-05,0.00083,1.8,110.78,0.0031,0.00016
7891.6,6.29,23.23,1.94,0.001,3.02,2.76,0.79,12.7,0.04,0.02,1.5,10,2,15,34.8,51.97,15.935,40.27,89.38,32.51,"Point Pleasant FM","Washinton",3,62900,0.31,0.13,0.00064,3.7,0.00016,0.0014,23000,0.00055,0.48,0.00024,2.4e-05,0.44,3.2e-05,0.00083,1.8,110.78,0.0031,0.00016
7892,5.66,20.31,1.79,0.001,2.55,1.78,0.59,15.81,0.05,0.02,1.5,10,2,15,45.2,80.76,15.6925,37.27,89.01,20.79,"Point Pleasant FM","Washinton",3,56600,0.32,0.1,0.00066,3.6,0.00018,0.0016,20000,8e-04,0.45,0.00027,2.7e-05,0.31,3.5e-05,0.0014,1.3,107.41,0.0032,0.00018
7892.6,5.66,20.31,1.79,0.001,2.55,1.78,0.59,15.81,0.05,0.02,1.5,10,2,15,45.2,80.76,15.6925,37.27,89.01,20.79,"Point Pleasant FM","Washinton",3,56600,0.32,0.1,0.00066,3.6,0.00018,0.0016,20000,8e-04,0.45,0.00027,2.7e-05,0.31,3.5e-05,0.0014,1.3,107.41,0.0032,0.00018
7893,6.58,23.55,2.14,0.001,3.01,2.27,0.52,11.85,0.04,0.02,1.5,10,2,15,7.5,7.5,15.57125,44.01,100.2,5,"Point Pleasant FM","Washinton",3,65800,0.33,0.079,0.00067,3.6,0.00015,0.0015,24000,0.00011,0.46,0.00023,2.3e-05,0.34,3e-05,0.00011,2,112.525,0.0034,0.00015
7893.6,6.58,23.55,2.14,0.001,3.01,2.27,0.52,11.85,0.04,0.02,1.5,10,2,15,7.5,7.5,15.57125,44.01,100.2,5,"Point Pleasant FM","Washinton",3,65800,0.33,0.079,0.00067,3.6,0.00015,0.0015,24000,0.00011,0.46,0.00023,2.3e-05,0.34,3e-05,0.00011,2,112.525,0.0034,0.00015
7894,6.9,24.07,1.96,0.001,2.72,1.44,0.77,12.69,0.04,0.02,1.5,10,2,15,7.5,7.5,15.510625,39.38,98.79,5,"Point Pleasant FM","Washinton",3,69000,0.28,0.11,0.00057,3.5,0.00014,0.0014,24000,0.00011,0.39,0.00022,2.2e-05,0.21,2.9e-05,0.00011,1.9,109.4025,0.0032,0.00014
7894.6,6.9,24.07,1.96,0.001,2.72,1.44,0.77,12.69,0.04,0.02,1.5,10,2,15,7.5,7.5,15.510625,39.38,98.79,5,"Point Pleasant FM","Washinton",3,69000,0.28,0.11,0.00057,3.5,0.00014,0.0014,24000,0.00011,0.39,0.00022,2.2e-05,0.21,2.9e-05,0.00011,1.9,109.4025,0.0032,0.00014
7895,6.9,24.07,1.96,0.001,2.72,1.44,0.77,12.69,0.04,0.02,1.5,10,2,15,7.5,7.5,15.510625,39.38,98.79,5,"Point Pleasant FM","Washinton",3,69000,0.28,0.11,0.00057,3.5,0.00014,0.0014,24000,0.00011,0.39,0.00022,2.2e-05,0.21,2.9e-05,0.00011,1.9,109.4025,0.0032,0.00014
7895.6,6.9,24.07,1.96,0.001,2.72,1.44,0.77,12.69,0.04,0.02,1.5,10,2,15,7.5,7.5,15.510625,39.38,98.79,5,"Point Pleasant FM","Washinton",3,69000,0.28,0.11,0.00057,3.5,0.00014,0.0014,24000,0.00011,0.39,0.00022,2.2e-05,0.21,2.9e-05,0.00011,1.9,109.4025,0.0032,0.00014
7896,5.24,19.2,1.77,0.001,2.52,1.48,0.75,15.81,0.05,0.02,1.5,10,2,15,39.14,81.66,15.4803125,31.75,96.85,29.99,"Point Pleasant FM","Washinton",3,52400,0.34,0.14,0.00061,3.7,0.00019,0.0018,19000,0.00075,0.48,0.00029,2.9e-05,0.28,3.8e-05,0.0016,1.2,106.24125,0.0032,0.00019
7896.6,5.24,19.2,1.77,0.001,2.52,1.48,0.75,15.81,0.05,0.02,1.5,10,2,15,39.14,81.66,15.4803125,31.75,96.85,29.99,"Point Pleasant FM","Washinton",3,52400,0.34,0.14,0.00061,3.7,0.00019,0.0018,19000,0.00075,0.48,0.00029,2.9e-05,0.28,3.8e-05,0.0016,1.2,106.24125,0.0032,0.00019
7897,5.85,23.47,1.84,0.001,2.52,1.93,0.64,12.88,0.04,0.02,1.5,10,2,15,46.22,96.86,15.46515625,39.23,104.25,28.17,"Point Pleasant FM","Washinton",3,58500,0.31,0.11,0.00067,4,0.00017,0.0018,23000,0.00079,0.43,0.00026,2.6e-05,0.33,3.4e-05,0.0017,1.8,107.300625,0.0031,0.00017
7897.6,5.85,23.47,1.84,0.001,2.52,1.93,0.64,12.88,0.04,0.02,1.5,10,2,15,46.22,96.86,15.46515625,39.23,104.25,28.17,"Point Pleasant FM","Washinton",3,58500,0.31,0.11,0.00067,4,0.00017,0.0018,23000,0.00079,0.43,0.00026,2.6e-05,0.33,3.4e-05,0.0017,1.8,107.300625,0.0031,0.00017
7898,5.74,20.6,2.01,0.001,2.87,1.82,0.79,12.01,0.05,0.02,1.5,10,2,15,30.21,62.41,15.457578125,37,86.48,43.1,"Point Pleasant FM","Washinton",3,57400,0.35,0.14,0.00064,3.6,0.00017,0.0015,21000,0.00053,0.5,0.00026,2.6e-05,0.32,3.5e-05,0.0011,1.7,109.9903125,0.0042,0.00017
7898.6,5.74,20.6,2.01,0.001,2.87,1.82,0.79,12.01,0.05,0.02,1.5,10,2,15,30.21,62.41,15.457578125,37,86.48,43.1,"Point Pleasant FM","Washinton",3,57400,0.35,0.14,0.00064,3.6,0.00017,0.0015,21000,0.00053,0.5,0.00026,2.6e-05,0.32,3.5e-05,0.0011,1.7,109.9903125,0.0042,0.00017
7899,5.84,21.6,1.91,0.001,2.46,1.52,1.04,15.06,0.05,0.02,1.5,10,2,15,42,62.24,15.4537890625,37.91,95.59,18.99,"Point Pleasant FM","Washinton",3,58400,0.33,0.18,0.00065,3.7,0.00017,0.0016,22000,0.00072,0.42,0.00026,2.6e-05,0.26,3.4e-05,0.0011,1.4,108.37515625,0.0033,0.00017
7899.6,5.84,21.6,1.91,0.001,2.46,1.52,1.04,15.06,0.05,0.02,1.5,10,2,15,42,62.24,15.4537890625,37.91,95.59,18.99,"Point Pleasant FM","Washinton",3,58400,0.33,0.18,0.00065,3.7,0.00017,0.0016,22000,0.00072,0.42,0.00026,2.6e-05,0.26,3.4e-05,0.0011,1.4,108.37515625,0.0033,0.00017
7900,5.78,19.5,1.55,0.001,2.09,1.29,0.48,19.58,0.07,0.02,1.5,10,2,15,7.5,23.73,15.45189453125,29.62,100.46,22.57,"Point Pleasant FM","Washinton",3,57800,0.27,0.083,0.00051,3.4,0.00017,0.0017,20000,0.00013,0.36,0.00026,2.6e-05,0.22,3.5e-05,0.00041,1,102.607578125,0.0036,0.00017
7900.6,5.78,19.5,1.55,0.001,2.09,1.29,0.48,19.58,0.07,0.02,1.5,10,2,15,7.5,23.73,15.45189453125,29.62,100.46,22.57,"Point Pleasant FM","Washinton",3,57800,0.27,0.083,0.00051,3.4,0.00017,0.0017,20000,0.00013,0.36,0.00026,2.6e-05,0.22,3.5e-05,0.00041,1,102.607578125,0.0036,0.00017
7901,5.78,19.5,1.55,0.001,2.09,1.29,0.48,19.58,0.07,0.02,1.5,10,2,15,7.5,23.73,15.45189453125,29.62,100.46,22.57,"Point Pleasant FM","Washinton",3,57800,0.27,0.083,0.00051,3.4,0.00017,0.0017,20000,0.00013,0.36,0.00026,2.6e-05,0.22,3.5e-05,0.00041,1,102.607578125,0.0036,0.00017
7901.6,5.78,19.5,1.55,0.001,2.09,1.29,0.48,19.58,0.07,0.02,1.5,10,2,15,7.5,23.73,15.45189453125,29.62,100.46,22.57,"Point Pleasant FM","Washinton",3,57800,0.27,0.083,0.00051,3.4,0.00017,0.0017,20000,0.00013,0.36,0.00026,2.6e-05,0.22,3.5e-05,0.00041,1,102.607578125,0.0036,0.00017
7902,6.94,23.25,1.97,0.001,2.93,2.37,1.43,12.66,0.05,0.02,1.5,10,2,15,7.5,7.5,15.450947265625,36.75,102.2,5,"Point Pleasant FM","Washinton",3,69400,0.28,0.21,0.00053,3.4,0.00014,0.0015,23000,0.00011,0.42,0.00022,2.2e-05,0.34,2.9e-05,0.00011,1.8,109.3237890625,0.0039,0.00014
7902.6,6.94,23.25,1.97,0.001,2.93,2.37,1.43,12.66,0.05,0.02,1.5,10,2,15,7.5,7.5,15.450947265625,36.75,102.2,5,"Point Pleasant FM","Washinton",3,69400,0.28,0.21,0.00053,3.4,0.00014,0.0015,23000,0.00011,0.42,0.00022,2.2e-05,0.34,2.9e-05,0.00011,1.8,109.3237890625,0.0039,0.00014
7903,6.1,23.22,2.01,0.001,2.35,1.25,0.64,12.65,0.04,0.02,1.5,10,10.09,15,7.5,75.6,15.4504736328125,41.01,88.87,19.11,"Point Pleasant FM","Washinton",3,61000,0.33,0.1,0.00067,3.8,0.00016,0.0015,23000,0.00012,0.39,0.00025,2.5e-05,0.2,0.00017,0.0012,1.8,174.68189453125,0.0032,0.00016
7903.6,6.1,23.22,2.01,0.001,2.35,1.25,0.64,12.65,0.04,0.02,1.5,10,10.09,15,7.5,75.6,15.4504736328125,41.01,88.87,19.11,"Point Pleasant FM","Washinton",3,61000,0.33,0.1,0.00067,3.8,0.00016,0.0015,23000,0.00012,0.39,0.00025,2.5e-05,0.2,0.00017,0.0012,1.8,174.68189453125,0.0032,0.00016
7904,6.22,23.03,1.88,0.001,2.32,1.2,0.65,13.7,0.05,0.02,1.5,10,2,15,42.8,77.1,15.45,36.43,106.69,15.81,"Point Pleasant FM","Washinton",3,62200,0.3,0.1,0.00059,3.7,0.00016,0.0017,23000,0.00069,0.37,0.00024,2.4e-05,0.19,3.2e-05,0.0012,1.7,107.88,0.0036,0.00016
7904.6,6.22,23.03,1.88,0.001,2.32,1.2,0.65,13.7,0.05,0.02,1.5,10,2,15,42.8,77.1,15.45,36.43,106.69,15.81,"Point Pleasant FM","Washinton",3,62200,0.3,0.1,0.00059,3.7,0.00016,0.0017,23000,0.00069,0.37,0.00024,2.4e-05,0.19,3.2e-05,0.0012,1.7,107.88,0.0036,0.00016
7905,4.75,22.6,1.62,0.001,2.59,1.72,0.4,13.02,0.04,0.02,1.5,10,2,15,7.5,7.5,19.255,35.52,100.27,5,"Point Pleasant FM","Washinton",3,47500,0.34,0.084,0.00075,4.8,0.00021,0.0021,23000,0.00016,0.55,0.00032,3.2e-05,0.36,4.2e-05,0.00016,1.7,118.94,0.0031,0.00021
7905.6,4.75,22.6,1.62,0.001,2.59,1.72,0.4,13.02,0.04,0.02,1.5,10,2,15,7.5,7.5,19.255,35.52,100.27,5,"Point Pleasant FM","Washinton",3,47500,0.34,0.084,0.00075,4.8,0.00021,0.0021,23000,0.00016,0.55,0.00032,3.2e-05,0.36,4.2e-05,0.00016,1.7,118.94,0.0031,0.00021
7906,5.09,16.55,1.27,0.001,1.99,1.36,0.73,23.94,0.09,0.02,1.5,10,2,15,7.5,7.5,21.1575,22.75,59.94,5,"Point Pleasant FM","Washinton",4,50900,0.25,0.14,0.00045,3.3,2e-04,0.0012,17000,0.00015,0.39,0.00029,2.9e-05,0.27,3.9e-05,0.00015,0.69,120.95,0.0038,2e-04
7906.6,5.09,16.55,1.27,0.001,1.99,1.36,0.73,23.94,0.09,0.02,1.5,10,2,15,7.5,7.5,21.1575,22.75,59.94,5,"Point Pleasant FM","Washinton",4,50900,0.25,0.14,0.00045,3.3,2e-04,0.0012,17000,0.00015,0.39,0.00029,2.9e-05,0.27,3.9e-05,0.00015,0.69,120.95,0.0038,2e-04
7907,5.09,16.55,1.27,0.001,1.99,1.36,0.73,23.94,0.09,0.02,1.5,10,2,15,7.5,7.5,21.1575,22.75,59.94,5,"Point Pleasant FM","Washinton",4,50900,0.25,0.14,0.00045,3.3,2e-04,0.0012,17000,0.00015,0.39,0.00029,2.9e-05,0.27,3.9e-05,0.00015,0.69,120.95,0.0038,2e-04
7907.6,5.09,16.55,1.27,0.001,1.99,1.36,0.73,23.94,0.09,0.02,1.5,10,2,15,7.5,7.5,21.1575,22.75,59.94,5,"Point Pleasant FM","Washinton",4,50900,0.25,0.14,0.00045,3.3,2e-04,0.0012,17000,0.00015,0.39,0.00029,2.9e-05,0.27,3.9e-05,0.00015,0.69,120.95,0.0038,2e-04
7908,4.85,19,1.74,0.001,2.03,1.15,0.83,17.33,0.06,0.02,1.5,10,2,15,7.5,7.5,22.10875,33,82.56,5,"Point Pleasant FM","Washinton",3,48500,0.36,0.17,0.00068,3.9,0.00021,0.0017,19000,0.00015,0.42,0.00031,3.1e-05,0.24,4.1e-05,0.00015,1.1,132.275,0.0035,0.00021
7908.6,4.85,19,1.74,0.001,2.03,1.15,0.83,17.33,0.06,0.02,1.5,10,2,15,7.5,7.5,22.10875,33,82.56,5,"Point Pleasant FM","Washinton",3,48500,0.36,0.17,0.00068,3.9,0.00021,0.0017,19000,0.00015,0.42,0.00031,3.1e-05,0.24,4.1e-05,0.00015,1.1,132.275,0.0035,0.00021
7909,4.85,19,1.74,0.001,2.03,1.15,0.83,17.33,0.06,0.02,1.5,10,2,15,7.5,7.5,22.10875,33,82.56,5,"Point Pleasant FM","Washinton",3,48500,0.36,0.17,0.00068,3.9,0.00021,0.0017,19000,0.00015,0.42,0.00031,3.1e-05,0.24,4.1e-05,0.00015,1.1,132.275,0.0035,0.00021
7909.3,6.05,18.43,1.78,0.001,4.7,5.17,0.67,16.84,0.05,0.02,8.32,10,2,15,47.75,24.6,22.584375,35,76.51,79.4,"Point Pleasant FM","Washinton",1,60500,0.29,0.11,0.00058,3,0.00017,0.0013,18000,0.00079,0.78,0.00025,0.00014,0.85,3.3e-05,0.00041,1.1,134.8175,0.003,0.00017
7909.6,6.05,18.43,1.78,0.001,4.7,5.17,0.67,16.84,0.05,0.02,8.32,10,2,15,47.75,24.6,22.584375,35,76.51,79.4,"Point Pleasant FM","Washinton",1,60500,0.29,0.11,0.00058,3,0.00017,0.0013,18000,0.00079,0.78,0.00025,0.00014,0.85,3.3e-05,0.00041,1.1,134.8175,0.003,0.00017
7910,6.73,22.64,2.1,0.001,2.49,1.15,0.74,12.25,0.04,0.02,1.5,10,2,15,36.07,49.12,22.8221875,41.07,90.95,28.17,"Point Pleasant FM","Washinton",3,67300,0.31,0.11,0.00061,3.4,0.00015,0.0014,23000,0.00054,0.37,0.00022,2.2e-05,0.17,3e-05,0.00073,1.8,140.88875,0.0033,0.00015
7910.6,6.73,22.64,2.1,0.001,2.49,1.15,0.74,12.25,0.04,0.02,1.5,10,2,15,36.07,49.12,22.8221875,41.07,90.95,28.17,"Point Pleasant FM","Washinton",3,67300,0.31,0.11,0.00061,3.4,0.00015,0.0014,23000,0.00054,0.37,0.00022,2.2e-05,0.17,3e-05,0.00073,1.8,140.88875,0.0033,0.00015
7911,5.08,16.48,1.49,0.001,7.52,11.11,1.02,13.59,0.05,0.02,42.88,10,2,115.36,109.57,67.695,22.94109375,34.17,91.01,109.41,"Point Pleasant FM","Washinton",5,50800,0.29,0.2,0.00067,3.2,2e-04,0.0018,16000,0.0022,1.5,0.0023,0.00084,2.2,3.9e-05,0.0013,1.2,131.604375,0.0037,2e-04
7911.6,5.08,16.48,1.49,0.001,7.52,11.11,1.02,13.59,0.05,0.02,42.88,10,2,115.36,109.57,67.695,22.94109375,34.17,91.01,109.41,"Point Pleasant FM","Washinton",5,50800,0.29,0.2,0.00067,3.2,2e-04,0.0018,16000,0.0022,1.5,0.0023,0.00084,2.2,3.9e-05,0.0013,1.2,131.604375,0.0037,2e-04
7912,6.71,23.42,1.86,0.001,2.85,2.52,0.77,13.52,0.05,0.02,1.5,10,2,15,49.02,86.27,23.000546875,36.6,107.67,46.13,"Point Pleasant FM","Washinton",3,67100,0.28,0.11,0.00055,3.5,0.00015,0.0016,23000,0.00073,0.42,0.00022,2.2e-05,0.38,3e-05,0.0013,1.7,137.7621875,0.0037,0.00015
7912.6,6.71,23.42,1.86,0.001,2.85,2.52,0.77,13.52,0.05,0.02,1.5,10,2,15,49.02,86.27,23.000546875,36.6,107.67,46.13,"Point Pleasant FM","Washinton",3,67100,0.28,0.11,0.00055,3.5,0.00015,0.0016,23000,0.00073,0.42,0.00022,2.2e-05,0.38,3e-05,0.0013,1.7,137.7621875,0.0037,0.00015
7913,6.71,23.42,1.86,0.001,2.85,2.52,0.77,13.52,0.05,0.02,1.5,10,2,15,49.02,86.27,23.000546875,36.6,107.67,46.13,"Point Pleasant FM","Washinton",3,67100,0.28,0.11,0.00055,3.5,0.00015,0.0016,23000,0.00073,0.42,0.00022,2.2e-05,0.38,3e-05,0.0013,1.7,137.7621875,0.0037,0.00015
7913.6,6.71,23.42,1.86,0.001,2.85,2.52,0.77,13.52,0.05,0.02,1.5,10,2,15,49.02,86.27,23.000546875,36.6,107.67,46.13,"Point Pleasant FM","Washinton",3,67100,0.28,0.11,0.00055,3.5,0.00015,0.0016,23000,0.00073,0.42,0.00022,2.2e-05,0.38,3e-05,0.0013,1.7,137.7621875,0.0037,0.00015
7914,6.11,20.57,1.96,0.001,2.87,2.65,0.74,13.4,0.04,0.02,1.5,10,2,15,42.79,78.16,23.0302734375,41.64,92.58,21.82,"Point Pleasant FM","Washinton",3,61100,0.32,0.12,0.00068,3.4,0.00016,0.0015,21000,7e-04,0.47,0.00025,2.5e-05,0.43,3.3e-05,0.0013,1.5,139.48109375,0.003,0.00016
7914.6,6.11,20.57,1.96,0.001,2.87,2.65,0.74,13.4,0.04,0.02,1.5,10,2,15,42.79,78.16,23.0302734375,41.64,92.58,21.82,"Point Pleasant FM","Washinton",3,61100,0.32,0.12,0.00068,3.4,0.00016,0.0015,21000,7e-04,0.47,0.00025,2.5e-05,0.43,3.3e-05,0.0013,1.5,139.48109375,0.003,0.00016
7915,5.54,19.1,1.69,0.001,2.38,1.53,0.92,17.94,0.05,0.02,1.5,10,2,15,7.5,7.5,23.04513671875,31.68,91.88,5,"Point Pleasant FM","Washinton",3,55400,0.31,0.17,0.00057,3.4,0.00018,0.0017,19000,0.00014,0.43,0.00027,2.7e-05,0.28,3.6e-05,0.00014,1.1,135.220546875,0.0028,0.00018
7915.6,5.54,19.1,1.69,0.001,2.38,1.53,0.92,17.94,0.05,0.02,1.5,10,2,15,7.5,7.5,23.04513671875,31.68,91.88,5,"Point Pleasant FM","Washinton",3,55400,0.31,0.17,0.00057,3.4,0.00018,0.0017,19000,0.00014,0.43,0.00027,2.7e-05,0.28,3.6e-05,0.00014,1.1,135.220546875,0.0028,0.00018
7916,2.48,7.88,0.61,0.001,1.9,1.87,1.18,34.58,0.1,0.02,1.5,10,2,15,7.5,7.5,23.052568359375,12.96,1.5,5,"Point Pleasant FM","Washinton",4,24800,0.25,0.48,0.00052,3.2,4e-04,6e-05,7900,3e-04,0.77,6e-04,6e-05,0.75,8.1e-05,3e-04,0.23,117.9702734375,0.0029,4e-04
7916.6,2.48,7.88,0.61,0.001,1.9,1.87,1.18,34.58,0.1,0.02,1.5,10,2,15,7.5,7.5,23.052568359375,12.96,1.5,5,"Point Pleasant FM","Washinton",4,24800,0.25,0.48,0.00052,3.2,4e-04,6e-05,7900,3e-04,0.77,6e-04,6e-05,0.75,8.1e-05,3e-04,0.23,117.9702734375,0.0029,4e-04
7917,3.56,13.28,1.5,0.001,2.06,1.26,0.64,19.13,0.07,0.02,1.5,10,2,15,34.24,36.35,23.0562841796875,33.06,90.7,19.12,"Point Pleasant FM","Washinton",3,35600,0.42,0.18,0.00093,3.7,0.00028,0.0025,13000,0.00096,0.58,0.00042,4.2e-05,0.35,5.6e-05,0.001,0.69,132.22513671875,0.0037,0.00028
7917.6,3.56,13.28,1.5,0.001,2.06,1.26,0.64,19.13,0.07,0.02,1.5,10,2,15,34.24,36.35,23.0562841796875,33.06,90.7,19.12,"Point Pleasant FM","Washinton",3,35600,0.42,0.18,0.00093,3.7,0.00028,0.0025,13000,0.00096,0.58,0.00042,4.2e-05,0.35,5.6e-05,0.001,0.69,132.22513671875,0.0037,0.00028
7918,6.5,21.55,2.03,0.001,2.99,2.42,0.45,13.99,0.09,0.42,1.5,10,11.23,94.55,58.61,58.61,23.06,30.6,95.96,36.11,"Point Pleasant FM","Washinton",2,65000,0.31,0.069,0.00047,3.3,0.00015,0.0015,22000,9e-04,0.46,0.0015,2.3e-05,0.37,0.00017,9e-04,1.5,214.56,0.0064,0.00015
7918.6,6.5,21.55,2.03,0.001,2.99,2.42,0.45,13.99,0.09,0.42,1.5,10,11.23,94.55,58.61,58.61,23.06,30.6,95.96,36.11,"Point Pleasant FM","Washinton",2,65000,0.31,0.069,0.00047,3.3,0.00015,0.0015,22000,9e-04,0.46,0.0015,2.3e-05,0.37,0.00017,9e-04,1.5,214.56,0.0064,0.00015
7919,6.5,21.55,2.03,0.001,2.99,2.42,0.45,13.99,0.09,0.42,1.5,10,11.23,94.55,58.61,58.61,23.06,30.6,95.96,36.11,"Point Pleasant FM","Washinton",2,65000,0.31,0.069,0.00047,3.3,0.00015,0.0015,22000,9e-04,0.46,0.0015,2.3e-05,0.37,0.00017,9e-04,1.5,214.56,0.0064,0.00015
7919.6,6.5,21.55,2.03,0.001,2.99,2.42,0.45,13.99,0.09,0.42,1.5,10,11.23,94.55,58.61,58.61,23.06,30.6,95.96,36.11,"Point Pleasant FM","Washinton",2,65000,0.31,0.069,0.00047,3.3,0.00015,0.0015,22000,9e-04,0.46,0.0015,2.3e-05,0.37,0.00017,9e-04,1.5,214.56,0.0064,0.00015
7920,6.01,19.4,1.98,0.001,3.33,5.01,0.56,15.09,0.05,0.02,1.5,10,2,74.95,41.64,27.12,20.59,39.6,69.88,45.55,"Point Pleasant FM","Washinton",3,60100,0.33,0.093,0.00066,3.2,0.00017,0.0012,19000,0.00069,0.55,0.0012,2.5e-05,0.83,3.3e-05,0.00045,1.3,130.04,0.0033,0.00017
