"Depth","Al_wt%","Si_wt%","K_wt%","Ti_wt%","Fe_wt%","S_wt%","Mg_wt%","Ca_wt%","Sr_wt%","P_wt%","Mo_ppm","V_ppm","U_ppm","Ni_ppm","Cu_ppm","Zn_ppm","Th_ppm","Rb_ppm","Zr_ppm","Pb_ppm","Formation","chemofacies","Factor1","Factor2","Factor3"
6262,5.25,21.8,1.5,0.3,2.63,1.06,1.02,16.86,0.09,0.03,1.5,72.79,11.155,105.37,30.6,75.79,9.99,33.53,122.01,7.11,"Utica FM",2,0.119673170416863,-0.885962951046068,0.815581757861691
6262.6,5.5,24.41,1.61,0.001,2.75,1,1.87,12.69,0.05,0.07,1.5,10,11.15,108.4,28.51,67.23,26.07,36.42,110.11,9.83,"Utica FM",2,0.254526745439776,-0.238613419519712,0.428545580097223
6263,4.72,21.72,1.39,0.001,2.61,0.92,0.77,16.3,0.07,0.03,1.5,10,10.405,67.75,27.44,64.82,9.44,81.75,110.44,10.12,"Utica FM",2,0.29079963462258,-0.245473716264472,0.833196856942095
6263.6,5.38,24.63,1.55,0.001,2.65,1.07,0.86,15.63,0.06,0.09,1.5,10,10.0325,86.19,33.04,65.9,7.8,30.92,96.17,9.55,"Utica FM",2,0.135130613501075,-0.359768808407905,0.601025171526429
6264,5.55,26.2,1.7,0.001,2.51,0.88,1.51,12.73,0.06,0.03,1.5,10,9.84625,110.67,7.5,64.63,9.95,87.48,128.45,11.3,"Utica FM",2,0.695265683670221,-0.473208950204453,1.14259256443117
6264.6,5.62,26.59,1.73,0.001,2.68,1.05,1.07,11.65,0.06,0.06,1.5,10,9.753125,91.28,39.6,92.87,9.12,93.79,142.19,10.62,"Utica FM",2,0.7670732943446,-0.621601019833771,0.898816777293565
6265,6.21,27.31,1.92,0.37,2.72,1.01,1.5,9.81,0.05,0.02,1.5,111.05,9.66,75.08,33.92,82.16,8.73,39.65,133.54,13.33,"Utica FM",2,0.739394540241641,-0.766785865082158,0.859261008828303
6265.6,7.38,29.8,2.31,0.001,2.67,0.97,1,7.13,0.04,0.1,1.5,10,10.155,76.13,26.68,78.96,11.68,109.59,142.15,11.63,"Utica FM",2,1.17479599107884,-0.24442657051146,1.03242837164314
6266,1.78,7.51,0.37,0.001,1.66,0.76,1.96,36.87,0.21,0.08,1.5,10,10.4025,104.3,32.27,24,10.075,24.01,42.58,9.2,"Utica FM",4,-1.5165863899689,-0.876506384937025,0.335361078854347
6266.6,5.58,26.73,1.68,0.001,2.5,0.86,1.53,12.74,0.04,0.03,1.5,10,10.52625,85.35,36.19,77.17,8.47,34.98,102.29,8.05,"Utica FM",2,0.469973593936892,-0.530246098374843,0.868159743332005
6267,4.28,22.67,1.35,0.31,2.53,0.9,1.3,16.1,0.07,0.13,1.5,90.05,10.588125,111.19,37.37,109.72,6.71,28.83,170.69,12.23,"Utica FM",2,0.291578595682289,-1.37783831241774,0.864352802766473
6267.6,5.98,25.63,1.83,0.001,2.82,0.83,1.85,12.23,0.05,0.08,1.5,10,10.6190625,115.99,29.97,69.74,9.47,93.17,127.69,7.88,"Utica FM",2,0.812947512509526,-0.849295790288781,1.13832575825625
6268,7.76,28.68,2.5,0.001,2.79,1.02,1.71,8,0.03,0.05,1.5,10,10.65,104.79,42.55,75.35,9.99,49.03,100.76,11.3,"Utica FM",2,0.889568763606079,-0.550338944511018,0.740469247179002
6268.6,5.04,22.78,1.5,0.001,2.44,0.9,0.8,16.99,0.07,0.09,1.5,10,11.29,86.18,29.06,70.49,8.92,82.48,117.57,5,"Utica FM",2,0.3325372605981,-0.563412054679317,1.017763379644
6269,4.68,22.01,1.72,0.001,2.8,1.83,0.83,13.2,0.05,0.1,1.5,10,11.93,86.21,34.42,59.75,9.41,35.87,116.33,13.14,"Utica FM",2,0.159737174760089,-0.3299138739012,0.22789895485318
6269.6,7.11,26.6,2.12,0.001,3.02,1.42,1.32,9.9,0.05,0.14,1.5,10,12.305,107.3,7.5,65.55,10.85,103.85,128.64,11.3,"Utica FM",2,0.930549060197914,-0.433067611985696,0.90607907225211
6270,6.06,23.58,1.64,0.32,2.91,1.35,1.53,15.55,0.07,0.1,1.5,89.44,12.4925,120.98,30.45,51.13,6.99,34.46,127.3,8.06,"Utica FM",2,0.318705445490405,-1.20723980407979,0.812283088825549
6270.6,3.21,13,0.85,0.001,2.09,0.84,0.72,28.59,0.13,0.08,1.5,10,12.58625,102.62,31.52,39.34,7.42,56.43,77.75,5,"Utica FM",4,-0.731355239637623,-0.811869304636057,0.726756118720961
6271,6.37,25.76,2.03,0.38,2.96,1.37,1.43,11.01,0.05,0.14,1.5,97.67,12.633125,92.99,29.34,64.14,9.58,38.83,134.47,9.18,"Utica FM",2,0.605822029946308,-0.947726153700335,0.782304125586852
6271.6,5.68,21.9,1.69,0.32,2.52,1.05,1.16,17.2,0.07,0.14,1.5,93.58,12.6565625,103.92,30.19,47.57,26.46,35.91,110.52,10.74,"Utica FM",2,-0.0516316477229375,-0.534031650239285,0.33644188914682
6272,5.13,21.35,1.42,0.001,2.63,0.98,1.17,17.3,0.07,0.08,1.5,10,12.66828125,100.09,39.89,45.34,6.51,30.64,96.89,12.92,"Utica FM",2,-0.0379536112923688,-0.736848945166348,0.55227832802242
6272.6,5.61,23.76,1.78,0.001,2.67,1.06,1.03,14.49,0.05,0.07,1.5,10,12.674140625,84.4,29.98,58.81,9.49,36.34,115.78,9.09,"Utica FM",2,0.317563266338509,-0.444471318009669,0.742703808359026
6273,6.98,23.75,2.11,0.42,2.66,1.3,1.01,11.06,0.07,0.07,1.5,122.97,12.68,86.62,52.91,49.57,17.94,45.47,149.98,9.93,"Utica FM",2,0.48957509918206,-0.87569137976426,0.553456800340254
6273.6,7.21,25.43,2.16,0.001,3.07,1.28,1.57,11.07,0.04,0.05,1.5,10,11.16,90.53,35.47,41.71,12.99,44.87,106.98,14.4,"Utica FM",2,0.600773113777191,-0.221710964070393,0.459979176975266
6274,5.41,22.58,1.92,0.001,2.85,1.07,1.09,11.4,0.06,0.06,1.5,10,10.4,91.34,30.55,52.03,9.68,96.11,132.82,9.34,"Utica FM",2,0.65698969802997,-0.449120679108626,0.939495529403938
6274.6,7.08,25.25,2.22,0.001,2.96,1.21,1.21,10.25,0.04,0.17,1.5,10,10.02,92.59,35.27,58.54,12.03,44.28,107.19,11.73,"Utica FM",2,0.536846022424793,-0.262534559228067,0.480056004885169
6275,4.99,20,1.54,0.3,2.39,0.91,1.23,19.36,0.07,0.15,1.5,82.6,9.83,101.13,7.5,37.06,9.3,26.28,98.9,8.3,"Utica FM",2,-0.0777575816508344,-0.607730492171324,0.862226476675499
6275.6,6.84,23.84,2.07,0.001,2.97,1.22,1.73,12.97,0.06,0.22,1.5,10,9.735,92.46,30.13,60.72,8.45,99.93,128.13,10.07,"Utica FM",2,0.793527902806092,-0.588228656908275,0.83724396317136
6276,3.39,15.64,1.5,0.19,2.12,0.7,0.88,26.04,0.13,0.2,1.5,45.66,9.6875,85.06,27.3,204.57,35.92,19.84,84.16,5,"Utica FM",4,-0.631443119004229,-0.200505386709384,0.0220297726332131
6276.6,6.33,23.92,1.81,0.001,2.72,0.89,1.77,13.9,0.07,0.21,1.5,10,9.66375,102.65,43.42,63.37,9.56,92.32,127.17,8.4,"Utica FM",2,0.611456705773219,-0.857454481798337,0.891450231413938
6277,4.31,18.14,1.38,0.27,2.44,0.87,0.71,19.24,0.07,0.11,1.5,67.08,9.651875,111.37,31.99,55.96,8.32,30.05,110.8,6.69,"Utica FM",2,-0.171017894979961,-0.840908998671296,0.78200325526985
6277.6,8.22,26.28,2.59,0.001,2.8,1.07,0.81,7.81,0.04,0.09,1.5,10,9.6459375,104.94,27.39,50.87,17.82,52.17,114.8,5,"Utica FM",2,0.728977047571886,-0.00446304710297608,0.769160525524736
6278,4.7,16.05,1.23,1.33,2.69,1.27,1,21.2,0.12,0.02,1.5,10,9.64296875,88.37,28.43,62.65,6.48,28.64,89.8,9.17,"Utica FM",2,-0.328292272703493,-0.702063024304883,0.698167793698217
6278.6,4.24,18.49,1.38,0.001,2.62,0.89,0.62,18.05,0.07,0.11,1.5,10,9.641484375,95.24,7.5,40.01,8.14,28.39,104.75,10.12,"Utica FM",2,-0.173774702603469,-0.162669915061901,0.735015534352219
6279,6.75,24.3,2.28,0.46,3.07,1.24,1.38,9.55,0.05,0.05,1.5,142.83,9.6407421875,95.94,27.99,56.01,8.75,48.54,142.71,14.43,"Utica FM",2,0.783294168972366,-0.854027564408147,0.809469488706753
6279.6,7.41,26.63,2.26,0.001,3.22,1.55,0.95,9.09,0.04,0.06,1.5,10,9.64,101.39,47.26,59.11,10.98,47.12,115.01,13.54,"Utica FM",2,0.653453448521713,-0.264622905838236,0.316242603584583
6280,4.7,17.05,1.12,0.001,2.76,0.9,1.12,22.96,0.08,0.06,1.5,10,11.965,92.97,34.28,42.8,33.89,30,94.93,5,"Utica FM",4,-0.477227011339123,0.0950748719442832,0.162915220619985
6280.6,7.07,25.02,2.25,0.43,3.26,1.49,1.02,10.4,0.05,0.06,1.5,104.4,13.1275,102.31,40.69,47.9,10.09,45.81,138.86,12.67,"Utica FM",2,0.660085568060433,-0.930246510721842,0.611537671539329
6281,7.07,25.02,2.25,0.43,3.26,1.49,1.02,10.4,0.05,0.06,1.5,104.4,13.1275,102.31,40.69,47.9,10.09,45.81,138.86,12.67,"Utica FM",2,0.660085568060433,-0.930246510721842,0.611537671539329
6280,7.07,25.02,2.25,0.43,3.26,1.49,1.02,10.4,0.05,0.06,1.5,104.4,13.70875,102.31,40.69,47.9,10.09,45.81,138.86,12.67,"Utica FM",2,0.658102427689151,-0.965423476496837,0.617242680147729
6280.6,7.07,25.02,2.25,0.43,3.26,1.49,1.02,10.4,0.05,0.06,1.5,104.4,13.70875,102.31,40.69,47.9,10.09,45.81,138.86,12.67,"Utica FM",2,0.658102427689151,-0.965423476496837,0.617242680147729
6281,6.5,24.41,2.24,0.45,3.13,1.67,0.66,8.46,0.04,0.04,1.5,135.96,14.29,93.87,36.66,44.68,8.63,47.1,139.15,14.29,"Utica FM",2,0.643423834012368,-0.948542372093208,0.575722959188901
6281.6,5.89,22.26,2.08,0.42,3.22,1.42,1.13,8.13,0.04,0.05,1.5,117.63,14.56,104.2,27.33,50.48,9.63,47.21,135.75,13.65,"Utica FM",2,0.60016749950705,-1.01664941562409,0.71354688833022
6282,4.32,19.33,1.41,0.001,2.69,1.2,1.21,16.4,0.07,0.11,1.5,10,14.695,110.73,36.57,58.51,9.57,74.86,152.55,5,"Utica FM",2,0.27671940998566,-1.08083010314622,0.940123382923633
6282.6,5.03,19,1.69,0.35,2.99,1.36,0.88,14.87,0.05,0.02,1.5,106.26,14.7625,112.3,42.92,56.32,8.3,37.77,111.86,8.3,"Utica FM",2,0.157514827130627,-1.21631811976584,0.650349195120589
6283,5.51,19.77,1.92,0.35,2.87,1.42,1.45,14.45,0.06,0.07,1.5,105.64,14.79625,109.03,46.16,60.66,11.01,37.85,123.54,12.72,"Utica FM",2,0.261757940151182,-1.25818272741585,0.486843747093171
6283.6,4.58,19.35,1.58,0.31,2.87,1.35,0.95,14.57,0.07,0.1,1.5,95.26,14.83,94.57,42.69,66.25,7.91,32.22,141.71,9.44,"Utica FM",2,0.138031648439627,-1.22645613775677,0.640669684707487
6284,5.67,19.02,2.05,1.72,2.73,0.94,1.43,9.36,0.05,0.02,1.5,10,14.56,109.8,38.74,46.22,11.22,111.11,137.37,10.5,"Utica FM",2,0.733885534264261,-1.32145479339158,1.3195223050548
6284.6,3.34,12.31,1.01,0.001,2.41,1.01,0.3,25.51,0.12,0.06,1.5,10,14.425,104.9,7.5,55.5,6.49,24.17,79.66,10.59,"Utica FM",4,-0.76640911892959,-0.547932321314534,0.559936393795037
6285,5.6,21.26,1.97,0.001,2.82,0.92,0.76,11.76,0.05,0.08,1.5,10,14.3575,93.68,34.16,70.76,8.45,99.3,139.06,9.96,"Utica FM",2,0.674615146611614,-0.765883105718939,1.00672460226369
6285.6,6.49,23.2,2.07,0.41,2.73,1.05,1.26,10.43,0.05,0.18,1.5,105.82,14.32375,100.89,34.31,79.68,14.99,43.22,162.83,14.32,"Utica FM",2,0.578882577352192,-1.12235716706207,0.693912488701471
6286,6.49,23.2,2.07,0.41,2.73,1.05,1.26,10.43,0.05,0.18,1.5,105.82,14.32375,100.89,34.31,79.68,14.99,43.22,162.83,14.32,"Utica FM",2,0.578882577352192,-1.12235716706207,0.693912488701471
6280,7.07,25.02,2.25,0.43,3.26,1.49,1.02,10.4,0.05,0.06,1.5,104.4,14.306875,102.31,40.69,47.9,10.09,45.81,138.86,12.67,"Utica FM",2,0.656061712274831,-1.00162170902014,0.623113318038308
6280.6,7.07,25.02,2.25,0.43,3.26,1.49,1.02,10.4,0.05,0.06,1.5,104.4,14.306875,102.31,40.69,47.9,10.09,45.81,138.86,12.67,"Utica FM",2,0.656061712274831,-1.00162170902014,0.623113318038308
6281,6.5,24.41,2.24,0.45,3.13,1.67,0.66,8.46,0.04,0.04,1.5,135.96,14.29,93.87,36.66,44.68,8.63,47.1,139.15,14.29,"Utica FM",2,0.643423834012368,-0.948542372093208,0.575722959188901
6281.6,5.89,22.26,2.08,0.42,3.22,1.42,1.13,8.13,0.04,0.05,1.5,117.63,14.29,104.2,27.33,50.48,9.63,47.21,135.75,13.65,"Utica FM",2,0.601088700195646,-1.00030914765119,0.710896819815351
6282,5.89,22.26,2.08,0.42,3.22,1.42,1.13,8.13,0.04,0.05,1.5,117.63,14.29,104.2,27.33,50.48,9.63,47.21,135.75,13.65,"Utica FM",2,0.601088700195646,-1.00030914765119,0.710896819815351
6280,7.07,25.02,2.25,0.43,3.26,1.49,1.02,10.4,0.05,0.06,1.5,104.4,14.29,102.31,40.69,47.9,10.09,45.81,138.86,12.67,"Utica FM",2,0.656119287317868,-1.00060044227183,0.622947688756128
6280.6,7.07,25.02,2.25,0.43,3.26,1.49,1.02,10.4,0.05,0.06,1.5,104.4,14.29,102.31,40.69,47.9,10.09,45.81,138.86,12.67,"Utica FM",2,0.656119287317868,-1.00060044227183,0.622947688756128
6281,6.5,24.41,2.24,0.45,3.13,1.67,0.66,8.46,0.04,0.04,1.5,135.96,14.29,93.87,36.66,44.68,8.63,47.1,139.15,14.29,"Utica FM",2,0.643423834012368,-0.948542372093208,0.575722959188901
6281.6,5.89,22.26,2.08,0.42,3.22,1.42,1.13,8.13,0.04,0.05,1.5,117.63,14.56,104.2,27.33,50.48,9.63,47.21,135.75,13.65,"Utica FM",2,0.60016749950705,-1.01664941562409,0.71354688833022
6282,4.32,19.33,1.41,0.001,2.69,1.2,1.21,16.4,0.07,0.11,1.5,10,14.695,110.73,36.57,58.51,9.57,74.86,152.55,5,"Utica FM",2,0.27671940998566,-1.08083010314622,0.940123382923633
6282.6,5.03,19,1.69,0.35,2.99,1.36,0.88,14.87,0.05,0.02,1.5,106.26,14.7625,112.3,42.92,56.32,8.3,37.77,111.86,8.3,"Utica FM",2,0.157514827130627,-1.21631811976584,0.650349195120589
6283,5.51,19.77,1.92,0.35,2.87,1.42,1.45,14.45,0.06,0.07,1.5,105.64,14.79625,109.03,46.16,60.66,11.01,37.85,123.54,12.72,"Utica FM",2,0.261757940151182,-1.25818272741585,0.486843747093171
6283.6,4.58,19.35,1.58,0.31,2.87,1.35,0.95,14.57,0.07,0.1,1.5,95.26,14.83,94.57,42.69,66.25,7.91,32.22,141.71,9.44,"Utica FM",2,0.138031648439627,-1.22645613775677,0.640669684707487
6284,5.67,19.02,2.05,1.72,2.73,0.94,1.43,9.36,0.05,0.02,1.5,10,12.65,109.8,38.74,46.22,11.22,111.11,137.37,10.5,"Utica FM",2,0.740402176172477,-1.20586252736106,1.30077552407924
6284.6,3.34,12.31,1.01,0.001,2.41,1.01,0.3,25.51,0.12,0.06,1.5,10,11.56,104.9,7.5,55.5,6.49,24.17,79.66,10.59,"Utica FM",4,-0.756634156067267,-0.374543922268753,0.5318162223317
6285,5.6,21.26,1.97,0.001,2.82,0.92,0.76,11.76,0.05,0.08,1.5,10,11.015,93.68,34.16,70.76,8.45,99.3,139.06,9.96,"Utica FM",2,0.68601926995099,-0.563596640165528,0.973917735556464
6285.6,6.49,23.2,2.07,0.41,2.73,1.05,1.26,10.43,0.05,0.18,1.5,105.82,10.7425,100.89,34.31,79.68,14.99,43.22,162.83,14.32,"Utica FM",2,0.591101280930096,-0.905621668254846,0.6587622743723
6286,5.29,19.22,1.69,2.22,2.53,0.88,0.97,11.76,0.05,0.02,1.5,10,10.47,97.55,35.43,64.8,10.72,39.99,108.35,5,"Utica FM",2,0.217527575514037,-0.995411191042067,1.21779412908882
6286.6,5.21,20.97,1.63,0.001,2.54,1,0.91,15.05,0.05,0.14,1.5,10,12.22,94.72,33.95,53.32,29.07,34.99,119.68,12.11,"Utica FM",2,-0.0584936063042807,-0.015616561832896,0.161894429924121
6287,4.94,20.69,1.64,0.38,2.95,1.67,0.79,13.94,0.06,0.1,1.5,91.06,9.71,124.43,27.39,75.84,8.05,34.58,156.34,14.71,"Utica FM",2,0.257698567411175,-0.920011454433791,0.474095369060115
6287.6,2.31,9.13,0.57,0.001,5.21,5.21,1.08,29.82,0.17,0.12,1.5,10,10.055,98.02,43.99,80.67,8.705,37.41,100.58,5,"Utica FM",2,-0.853060913681174,-0.220157348795283,-1.43424502121189
6288,5.27,19.35,1.63,0.85,3.09,1.81,0.56,14.94,0.07,0.09,1.5,82.3,10.4,110.59,36.15,68.54,9.36,36.54,134.45,14.96,"Utica FM",2,0.0970364538491984,-0.856598251909464,0.307044394352991
6288.6,5.66,20.88,1.85,0.001,2.93,1.49,0.71,13.38,0.06,0.12,1.5,10,10.78,107.84,31.95,54.1,8.85,38.23,110.42,12.32,"Utica FM",2,0.14920235381085,-0.393379690280315,0.363752355882442
6289,5.69,21.84,1.61,0.74,2.76,1.15,1.17,14.2,0.06,0.06,1.5,77.91,12.6,84.89,29.74,52.2,9.34,35.21,120.29,8.46,"Utica FM",2,0.274408131369354,-0.870172736984441,0.871609500989085
6289.6,5.7,22.01,1.87,0.38,2.76,1.14,1,12.97,0.06,0.09,1.5,111.98,14.42,95.48,35.02,51.39,22.74,37.69,142.61,13.25,"Utica FM",2,0.2356470641491,-0.737449251528627,0.440563346458668
6290,5.39,19.14,1.8,1.06,2.68,1.01,0.88,13.08,0.06,0.02,1.5,10,12.81,97.32,41.82,81.05,12.19,93.43,134.17,10.25,"Utica FM",2,0.50512834318757,-0.935215269039424,0.97999466054254
6290.6,3.62,16.83,1.47,0.3,2.67,0.96,0.3,16.98,0.07,0.09,1.5,70.65,12.005,95.65,29.85,65.74,7.71,32.25,139.14,11.25,"Utica FM",2,-0.0919432958472714,-0.824253942227118,0.715878392356886
6291,4.86,20.01,1.63,0.35,2.63,0.92,1.01,15.46,0.06,0.11,1.5,84.27,11.6025,107.71,27.73,42.73,8.56,33.5,144.69,9.67,"Utica FM",2,0.172492727901196,-0.979514015417592,0.909783783559358
6291.6,6.48,23.76,2.13,0.001,2.84,1.03,0.65,10.36,0.04,0.08,1.5,10,11.40125,77.33,26.22,106.62,7.83,42.83,122.11,11.65,"Utica FM",2,0.620119420408532,-0.284593920349823,0.732774291336386
6292,6.01,23.39,2.04,0.001,2.9,1.16,1.14,10.31,0.04,0.05,1.5,10,11.300625,94.99,37.09,56.08,8.08,101.56,166.88,14.3,"Utica FM",2,0.933324767355548,-0.616019783818949,0.918594155886159
6292.6,6.63,23.83,2.27,0.001,2.94,1.08,1.18,8.8,0.04,0.02,1.5,10,11.2503125,101.77,37.19,53.47,10.76,115.01,138.2,12.61,"Utica FM",2,0.996925555943865,-0.52175499541784,0.933013655454187
6293,5.41,19.89,1.79,0.001,3.04,1.44,0.64,15.14,0.06,0.05,1.5,10,11.22515625,117.5,39.28,59.06,10.08,102.68,123.85,12.24,"Utica FM",2,0.428682123444688,-0.599979976650779,0.567260620470586
6293.6,6.49,23.15,2.11,0.4,2.9,1.25,0.98,10.87,0.05,0.02,1.5,107.71,11.212578125,91.54,30.19,48.71,32.52,43.53,119.58,14.82,"Utica FM",2,0.316008556621361,-0.0236636196021916,0.149138064507791
6294,4.16,13.4,1.56,0.17,2.25,0.98,0.3,28.64,0.11,0.05,1.5,42.39,11.2062890625,109.38,7.5,67.47,5.36,21.67,86.82,8.41,"Utica FM",4,-0.549339112505053,-0.54432790322688,0.719472728716431
6294.6,5.35,19.86,1.66,0.33,2.67,1.04,1.34,16.03,0.07,0.08,1.5,109.77,11.20314453125,104.95,35.34,73.42,7.96,35.3,126.25,8.46,"Utica FM",2,0.234100693880008,-1.14972549694074,0.832127095690788
6295,5.37,19.85,1.77,0.34,2.99,1.37,1.38,15.23,0.06,0.12,1.5,101.88,11.2,111.94,31.21,63.82,9.88,35.76,144.34,13.47,"Utica FM",2,0.295112676108504,-1.01891956706562,0.570814891681249
6295.6,6.2,21.13,2,0.37,2.91,1.07,1.45,13.56,0.06,0.11,1.5,103.6,10.865,97.87,45.85,95.12,10.54,40.5,133.47,10.44,"Utica FM",2,0.48680616390487,-1.09313958752399,0.682398416526337
6296,6.3,21.15,2.03,1.53,3.02,1.37,1.18,11.08,0.05,0.02,1.5,118.69,10.6975,96.08,42.13,71.99,9.91,42.93,145.12,14.9,"Utica FM",2,0.573778346487617,-1.17731438404769,0.761686332378245
6296.6,6.39,22.53,2.1,0.39,2.94,1.26,1.02,11.86,0.05,0.08,1.5,111.63,10.53,106.78,21.25,74.74,8.28,41.47,136.23,14.87,"Utica FM",2,0.557508879510652,-0.811938946675709,0.715755107102607
6297,5.8,21.15,1.92,0.001,2.93,1.38,1.14,12.3,0.05,0.07,1.5,10,11.075,78.52,26.56,63.3,8.49,101.16,120.47,16.29,"Utica FM",2,0.666689160672888,-0.292392366789653,0.624826120968245
6297.6,6.34,22.27,2.08,0.001,3.04,1.51,0.71,12.42,0.04,0.02,1.5,10,11.62,95.35,40.11,49.72,11.73,43.47,113.25,12.41,"Utica FM",2,0.388423508746578,-0.220214124798307,0.359285491840994
6298,5.35,21.02,2.02,0.001,2.8,1.13,0.71,13.17,0.05,0.02,1.5,10,12.06,69.15,48.27,34.38,7.82,39.77,103.75,12.7,"Utica FM",2,0.233718955750577,-0.282015209428363,0.490308830110853
6298.6,6.39,23.03,1.96,0.001,2.87,1.25,1.21,12.98,0.05,0.02,1.5,10,13.01,108.53,27.21,40.5,11.06,99.48,132.28,14.43,"Utica FM",2,0.704864058767368,-0.544836545758767,0.795722587450975
6299,5.67,21.26,1.92,0.001,2.92,1.19,1.09,12.85,0.06,0.03,1.5,10,13.485,85.51,46.38,40.58,7.1,97.55,137.17,9.33,"Utica FM",2,0.646415397787933,-0.73913565817985,0.899340427709848
6299.6,6.13,22.32,2.05,0.001,3.03,1.24,1.33,10.83,0.04,0.05,1.5,10,13.7225,105.48,44.14,54.56,11.31,43.47,104.17,13.99,"Utica FM",2,0.409653719905863,-0.624915569273333,0.433038528694021
6300,6.17,20.87,1.86,1.66,2.76,1.01,1.42,12,0.04,0.02,1.5,10,13.96,102.89,26.75,66.88,8.71,42.45,106.93,8.91,"Utica FM",2,0.435879238155953,-1.06891518167865,1.14087056437153
6300.6,6.57,22.51,1.98,0.001,2.86,1.12,1.56,12.91,0.05,0.06,1.5,10,11.91,105.31,59.57,45.16,10.57,41.74,107.99,11.73,"Utica FM",2,0.37725184808567,-0.748747977948143,0.470946561801042
6301,7.12,23.51,2.17,0.001,3.1,1.37,1.56,11.72,0.05,0.04,1.5,10,9.14,91.39,34.67,43.75,8.48,105.56,133.57,9.06,"Utica FM",2,0.965706086903735,-0.380092385119367,0.910981324160736
6301.6,4.92,19.16,1.61,0.001,3.06,1.48,0.3,15.94,0.06,0.07,1.5,10,7.755,98.48,31.57,35.73,7,99.06,124.96,14.8,"Utica FM",2,0.302370948368821,-0.172354468017675,0.497948110015093
6302,5.01,20.73,1.93,0.001,2.75,1.18,0.91,11.96,0.06,0.06,1.5,10,7.0625,73.55,31.27,45.85,10.75,100.75,121.73,9.61,"Utica FM",2,0.556523208731034,-0.0278528643793111,0.779562847863363
6302.6,5.9,21.25,1.76,0.001,3.14,1.65,1.55,14.97,0.05,0.08,1.5,10,6.71625,110.8,45.02,37.87,6.91,38.59,103.33,15.29,"Utica FM",2,0.249359506447061,-0.358113907079238,0.196724802997284
6303,6.63,24.21,2.08,0.001,3.09,1.46,1,10.13,0.05,0.02,1.5,10,6.543125,97.95,34.72,23.8,11.84,107.72,136.17,14.27,"Utica FM",2,0.822046510981228,-0.0137718330367043,0.623644226342847
6303.6,3.63,15.64,0.99,0.001,2.36,0.81,0.85,23.49,0.12,0.19,1.5,10,6.4565625,101.08,7.5,49.93,30.1,21.55,80.37,8.72,"Utica FM",4,-0.849303868853373,0.399957835756831,0.0986493875310929
6304,7.11,24.7,2.24,0.43,3.05,1.34,1.35,10.02,0.05,0.09,1.5,123.58,6.37,93.81,27.71,46.19,10.09,45.07,127.23,12.56,"Utica FM",2,0.6882628543642,-0.490810848795443,0.676385225094681
6304.6,5.29,20.77,1.57,0.001,2.89,1.52,1.14,17.24,0.07,0.06,1.5,10,9.43,79.1,36.86,42.68,5.85,82.21,113.97,10.44,"Utica FM",2,0.345207302844978,-0.368485587036477,0.610175232361816
6305,5.37,22.12,1.85,0.34,2.78,1.15,1.33,12,0.05,0.08,1.5,87.37,10.96,84.33,30.63,45.8,10.36,40.55,128,10.12,"Utica FM",2,0.40649783944719,-0.694615843165344,0.779540528708208
6305.6,6.37,23.32,2,0.39,2.92,1.4,1.68,11.57,0.06,0.12,1.5,116.24,12.49,109.33,44.26,48.4,8.06,42.47,126.39,10.49,"Utica FM",2,0.49211710170809,-1.2828381180906,0.681500255590799
6306,5.48,20.42,1.69,0.001,2.83,1.22,1.31,15.32,0.06,0.1,1.5,10,12.505,94.17,32.12,37.1,8.67,85.82,116.87,16.9,"Utica FM",2,0.36799326697546,-0.570353339506459,0.574266594484545
6306.6,5.01,21.11,1.55,0.001,3.09,1.93,1.31,16.5,0.07,0.09,5.75,10,12.5125,122.14,43.03,40.32,7.04,78.56,123.92,18.4,"Utica FM",2,0.102901168204303,-0.802992457210507,-0.288800417224051
6307,5.91,22.76,1.85,0.35,3.05,1.98,1.32,13.38,0.07,0.03,1.5,101,12.52,98.02,51.16,41.32,9.27,37.5,122.74,12.52,"Utica FM",2,0.310002459960485,-0.962079638001482,0.277063108929571
6307.6,6.18,24.35,1.89,0.38,3.42,2.33,1.11,11.2,0.06,0.02,1.5,106.97,12.55,120.26,50.41,35.72,8.66,40.2,131.72,14.5,"Utica FM",2,0.414751931484086,-1.0334219352797,0.142422826916044
6308,6.01,23.55,1.9,0.37,2.79,1.37,1.41,12.42,0.05,0.07,1.5,98.14,12.445,100.62,27.91,32.63,11.18,40.08,121.1,13.98,"Utica FM",2,0.393184617785687,-0.797816270043329,0.614683231450374
6308.6,5.73,23.37,1.83,0.001,2.66,1.43,1.76,13.43,0.06,0.11,1.5,10,12.3925,123.63,7.5,48.56,9.12,92.32,120.88,14.39,"Utica FM",2,0.589418376928517,-0.672784513374459,0.821178370635467
6309,6.04,24.67,1.82,0.35,2.83,1.53,1.72,11.6,0.05,0.1,1.5,98.63,12.34,90.96,49.96,71.44,9.2,39.28,127.84,14.36,"Utica FM",2,0.512133492725234,-1.1071564309109,0.452490958372577
6309.6,6.02,24.82,1.98,0.001,2.86,1.6,1.28,10.4,0.04,0.06,1.5,10,11.69,101.96,30.76,43.29,7.3,42.2,94.05,11.97,"Utica FM",2,0.424213873500786,-0.419845928358485,0.489994052656956
